#Scan:     51          NGC5291 2005-06-27 +02 05 58.0
#                                 Ta    
#         GHz-LSR                 XX
       1.4247991650530871      0.2397241
       1.4247976390591004      0.3300212
       1.4247961130651139      0.5310562
       1.4247945870711272      0.7036549
       1.4247930610771404      0.5683712
       1.4247915350831537      0.4052625
       1.4247900090891670      0.4876570
       1.4247884830951802      0.4744512
       1.4247869571011937      0.2116603
       1.4247854311072068      0.1183784
       1.4247839051132203      0.2919718
       1.4247823791192333      0.4070257
       1.4247808531252468      0.3447328
       1.4247793271312601      0.2732216
       1.4247778011372734      0.2433162
       1.4247762751432866      0.2308131
       1.4247747491492999      0.2227504
       1.4247732231553132      0.1986834
       1.4247716971613267      0.1356743
       1.4247701711673397      0.0693907
       1.4247686451733532      0.2331930
       1.4247671191793663      0.3636500
       1.4247655931853798      0.1819295
       1.4247640671913930      0.0265857
       1.4247625411974063      0.1098698
       1.4247610152034196      0.3435838
       1.4247594892094329      0.4657255
       1.4247579632154463      0.4251167
       1.4247564372214596      0.2667602
       1.4247549112274729      0.0654644
       1.4247533852334862      0.0168446
       1.4247518592394994      0.1508484
       1.4247503332455127      0.3870648
       1.4247488072515262      0.6020027
       1.4247472812575392      0.6205323
       1.4247457552635527      0.3612055
       1.4247442292695658      0.1917612
       1.4247427032755793      0.2526503
       1.4247411772815926      0.1976484
       1.4247396512876058      0.0663635
       1.4247381252936191      0.1707311
       1.4247365992996324      0.2755112
       1.4247350733056456      0.2269913
       1.4247335473116591      0.2629322
       1.4247320213176722      0.2061134
       1.4247304953236857     -0.0007444
       1.4247289693296987     -0.0776635
       1.4247274433357122      0.1065377
       1.4247259173417255      0.3082977
       1.4247243913477388      0.3520011
       1.4247228653537520      0.2859532
       1.4247213393597653      0.1714170
       1.4247198133657786      0.2293676
       1.4247182873717921      0.3139892
       1.4247167613778053      0.2508860
       1.4247152353838186      0.2830974
       1.4247137093898319      0.4064138
       1.4247121833958452      0.4190956
       1.4247106574018586      0.2608269
       1.4247091314078717      0.1523342
       1.4247076054138852      0.2526616
       1.4247060794198982      0.2704151
       1.4247045534259117      0.2257720
       1.4247030274319250      0.3201817
       1.4247015014379383      0.3976375
       1.4246999754439515      0.2671687
       1.4246984494499648      0.1183940
       1.4246969234559781      0.1697819
       1.4246953974619916      0.1740987
       1.4246938714680046      0.1135185
       1.4246923454740181      0.2328815
       1.4246908194800312      0.4301439
       1.4246892934860447      0.4075435
       1.4246877674920579      0.3629168
       1.4246862414980712      0.5255447
       1.4246847155040845      0.6199916
       1.4246831895100978      0.4508675
       1.4246816635161110      0.2852937
       1.4246801375221245      0.3877946
       1.4246786115281376      0.3813393
       1.4246770855341511      0.0893583
       1.4246755595401643     -0.0082529
       1.4246740335461776      0.0898808
       1.4246725075521911      0.0729315
       1.4246709815582042      0.1229486
       1.4246694555642176      0.2554018
       1.4246679295702307      0.3290044
       1.4246664035762442      0.3753935
       1.4246648775822575      0.3151105
       1.4246633515882707      0.2673457
       1.4246618255942840      0.3371121
       1.4246602996002973      0.3907400
       1.4246587736063105      0.4032592
       1.4246572476123240      0.2782520
       1.4246557216183371      0.1385990
       1.4246541956243506      0.2660343
       1.4246526696303636      0.3394695
       1.4246511436363771      0.2015827
       1.4246496176423904      0.3082140
       1.4246480916484037      0.4754432
       1.4246465656544169      0.2761953
       1.4246450396604302      0.0976057
       1.4246435136664435      0.2187725
       1.4246419876724570      0.4750099
       1.4246404616784700      0.4567701
       1.4246389356844835      0.1675399
       1.4246374096904968      0.1408340
       1.4246358836965101      0.2467187
       1.4246343577025236      0.2055904
       1.4246328317085366      0.2122984
       1.4246313057145501      0.2813310
       1.4246297797205634      0.4636775
       1.4246282537265766      0.6911985
       1.4246267277325899      0.5875475
       1.4246252017386032      0.4052234
       1.4246236757446165      0.5530925
       1.4246221497506300      0.7307909
       1.4246206237566430      0.6019679
       1.4246190977626565      0.4693010
       1.4246175717686695      0.4576729
       1.4246160457746830      0.1725325
       1.4246145197806963     -0.0086757
       1.4246129937867096      0.2313728
       1.4246114677927229      0.3139797
       1.4246099417987361      0.2878583
       1.4246084158047494      0.3204977
       1.4246068898107629      0.1801389
       1.4246053638167759      0.1210606
       1.4246038378227894      0.2950109
       1.4246023118288025      0.3546315
       1.4246007858348160      0.2339820
       1.4245992598408295      0.0733700
       1.4245977338468425     -0.0432420
       1.4245962078528560      0.1034191
       1.4245946818588691      0.2450884
       1.4245931558648826      0.1381944
       1.4245916298708958      0.0763076
       1.4245901038769091      0.0954907
       1.4245885778829224      0.1179059
       1.4245870518889356      0.1534878
       1.4245855258949489      0.1798457
       1.4245839999009624      0.1790639
       1.4245824739069755      0.2775602
       1.4245809479129889      0.4197297
       1.4245794219190020      0.3710050
       1.4245778959250155      0.3382053
       1.4245763699310288      0.4842008
       1.4245748439370420      0.4237038
       1.4245733179430553      0.2011003
       1.4245717919490686      0.1629001
       1.4245702659550818      0.2177957
       1.4245687399610953      0.3213076
       1.4245672139671084      0.3803316
       1.4245656879731219      0.2940835
       1.4245641619791349      0.1837973
       1.4245626359851484      0.2099784
       1.4245611099911619      0.2217695
       1.4245595839971750      0.0488847
       1.4245580580031885     -0.1203962
       1.4245565320092015     -0.1732362
       1.4245550060152150     -0.1052660
       1.4245534800212283      0.0600981
       1.4245519540272416      0.1876092
       1.4245504280332548      0.1448017
       1.4245489020392681      0.2319335
       1.4245473760452814      0.4673837
       1.4245458500512949      0.3994657
       1.4245443240573079      0.2648574
       1.4245427980633214      0.3136929
       1.4245412720693345      0.3367102
       1.4245397460753479      0.2395634
       1.4245382200813612      0.2248428
       1.4245366940873745      0.2986360
       1.4245351680933878      0.3827948
       1.4245336420994010      0.5358561
       1.4245321161054143      0.5185847
       1.4245305901114278      0.2684712
       1.4245290641174408      0.0918528
       1.4245275381234543      0.1848211
       1.4245260121294674      0.3299926
       1.4245244861354809      0.4409047
       1.4245229601414944      0.5047317
       1.4245214341475074      0.4044160
       1.4245199081535209      0.3158564
       1.4245183821595340      0.3316724
       1.4245168561655475      0.3356578
       1.4245153301715607      0.3320897
       1.4245138041775740      0.4084276
       1.4245122781835873      0.5052864
       1.4245107521896005      0.6086921
       1.4245092261956138      0.6163203
       1.4245077002016273      0.5724018
       1.4245061742076404      0.5879813
       1.4245046482136539      0.5059336
       1.4245031222196669      0.4377329
       1.4245015962256804      0.5216992
       1.4245000702316937      0.5954146
       1.4244985442377069      0.5473356
       1.4244970182437202      0.3783067
       1.4244954922497335      0.0702801
       1.4244939662557468      0.0347444
       1.4244924402617603      0.3368718
       1.4244909142677733      0.4161245
       1.4244893882737868      0.2531511
       1.4244878622797998      0.0939945
       1.4244863362858133      0.0360451
       1.4244848102918268      0.0706724
       1.4244832842978399      0.1687113
       1.4244817583038534      0.2768731
       1.4244802323098664      0.2574820
       1.4244787063158799      0.3022975
       1.4244771803218932      0.4110964
       1.4244756543279065      0.3460837
       1.4244741283339197      0.3221280
       1.4244726023399330      0.2694936
       1.4244710763459463      0.1246359
       1.4244695503519598      0.1763355
       1.4244680243579728      0.3693544
       1.4244664983639863      0.4169994
       1.4244649723699994      0.3924869
       1.4244634463760129      0.3827710
       1.4244619203820261      0.3216074
       1.4244603943880394      0.3592153
       1.4244588683940527      0.3515796
       1.4244573424000659      0.2766564
       1.4244558164060792      0.2808974
       1.4244542904120927      0.1534551
       1.4244527644181058      0.0874003
       1.4244512384241192      0.2729087
       1.4244497124301323      0.3565816
       1.4244481864361458      0.4466538
       1.4244466604421593      0.4779958
       1.4244451344481723      0.3027627
       1.4244436084541858      0.3029753
       1.4244420824601989      0.3324749
       1.4244405564662124      0.2567785
       1.4244390304722256      0.2133522
       1.4244375044782389      0.1516777
       1.4244359784842522      0.1720163
       1.4244344524902655      0.3624529
       1.4244329264962787      0.4933671
       1.4244314005022922      0.3285100
       1.4244298745083053      0.2068618
       1.4244283485143188      0.3382559
       1.4244268225203318      0.3482220
       1.4244252965263453      0.3634593
       1.4244237705323586      0.3748908
       1.4244222445383719      0.1271021
       1.4244207185443851      0.1068739
       1.4244191925503984      0.3018902
       1.4244176665564117      0.2905451
       1.4244161405624252      0.2100261
       1.4244146145684382      0.1555020
       1.4244130885744517      0.2494597
       1.4244115625804650      0.3315526
       1.4244100365864782      0.1997975
       1.4244085105924915      0.1693209
       1.4244069845985048      0.1874538
       1.4244054586045183      0.1622371
       1.4244039326105316      0.2892111
       1.4244024066165448      0.4362784
       1.4244008806225581      0.4465227
       1.4243993546285714      0.5077181
       1.4243978286345846      0.5761566
       1.4243963026405981      0.4407557
       1.4243947766466112      0.2276329
       1.4243932506526247      0.0741438
       1.4243917246586377      0.1331837
       1.4243901986646512      0.3262363
       1.4243886726706645      0.4015981
       1.4243871466766778      0.3642516
       1.4243856206826910      0.2736707
       1.4243840946887043      0.4163092
       1.4243825686947176      0.6178056
       1.4243810427007311      0.5098433
       1.4243795167067441      0.3723379
       1.4243779907127576      0.2217047
       1.4243764647187707      0.0449733
       1.4243749387247842      0.0825221
       1.4243734127307974      0.2723261
       1.4243718867368107      0.4053658
       1.4243703607428240      0.3740458
       1.4243688347488372      0.3029244
       1.4243673087548507      0.3227351
       1.4243657827608640      0.2155868
       1.4243642567668773      0.1328348
       1.4243627307728906      0.3265368
       1.4243612047789038      0.3951545
       1.4243596787849171      0.2298668
       1.4243581527909306      0.1577269
       1.4243566267969436      0.2529784
       1.4243551008029571      0.3085144
       1.4243535748089702      0.2566946
       1.4243520488149837      0.1279579
       1.4243505228209969      0.0669809
       1.4243489968270102      0.1501811
       1.4243474708330235      0.1236233
       1.4243459448390368      0.1480054
       1.4243444188450500      0.3427039
       1.4243428928510635      0.4824364
       1.4243413668570766      0.4163671
       1.4243398408630901      0.2698579
       1.4243383148691031      0.3222996
       1.4243367888751166      0.4539187
       1.4243352628811299      0.4371589
       1.4243337368871432      0.2080047
       1.4243322108931564      0.0435752
       1.4243306848991697      0.0822282
       1.4243291589051830      0.0892828
       1.4243276329111965      0.2652230
       1.4243261069172097      0.5584710
       1.4243245809232230      0.5158153
       1.4243230549292363      0.3316303
       1.4243215289352495      0.3365372
       1.4243200029412630      0.3904846
       1.4243184769472761      0.3744864
       1.4243169509532896      0.4468881
       1.4243154249593026      0.5036825
       1.4243138989653161      0.3650514
       1.4243123729713294      0.2127730
       1.4243108469773427      0.2960476
       1.4243093209833559      0.3825447
       1.4243077949893692      0.3182895
       1.4243062689953825      0.2789068
       1.4243047430013960      0.1006501
       1.4243032170074090     -0.0174992
       1.4243016910134225      0.2560531
       1.4243001650194356      0.4179567
       1.4242986390254491      0.1424398
       1.4242971130314623      0.0347822
       1.4242955870374756      0.2938686
       1.4242940610434889      0.4746260
       1.4242925350495022      0.4625532
       1.4242910090555154      0.4169598
       1.4242894830615289      0.4636049
       1.4242879570675420      0.4527143
       1.4242864310735555      0.3588809
       1.4242849050795687      0.2944804
       1.4242833790855820      0.2306972
       1.4242818530915955      0.2533827
       1.4242803270976085      0.3116502
       1.4242788011036220      0.3800800
       1.4242772751096351      0.3714349
       1.4242757491156486      0.2168168
       1.4242742231216619      0.0565141
       1.4242726971276751      0.0504147
       1.4242711711336884      0.2046010
       1.4242696451397017      0.3427823
       1.4242681191457149      0.4463508
       1.4242665931517284      0.5416091
       1.4242650671577415      0.4645615
       1.4242635411637550      0.2251091
       1.4242620151697680      0.1558929
       1.4242604891757815      0.3115261
       1.4242589631817948      0.3755051
       1.4242574371878081      0.4044442
       1.4242559111938213      0.5035347
       1.4242543851998346      0.4893151
       1.4242528592058479      0.3358136
       1.4242513332118614      0.2298913
       1.4242498072178744      0.1478540
       1.4242482812238879      0.0292288
       1.4242467552299012      0.1202093
       1.4242452292359145      0.2183399
       1.4242437032419279      0.1712903
       1.4242421772479410      0.2401055
       1.4242406512539545      0.3898573
       1.4242391252599675      0.4942494
       1.4242375992659810      0.4436359
       1.4242360732719943      0.2830248
       1.4242345472780076      0.1479506
       1.4242330212840209      0.1289008
       1.4242314952900341      0.2633705
       1.4242299692960474      0.4554255
       1.4242284433020609      0.5155138
       1.4242269173080739      0.3065164
       1.4242253913140874      0.1451287
       1.4242238653201005      0.1735668
       1.4242223393261140      0.2351209
       1.4242208133321272      0.2486020
       1.4242192873381405      0.2050185
       1.4242177613441538      0.3359168
       1.4242162353501671      0.4678589
       1.4242147093561803      0.3381475
       1.4242131833621938      0.2417794
       1.4242116573682069      0.3478268
       1.4242101313742204      0.4648687
       1.4242086053802334      0.4414475
       1.4242070793862469      0.3600101
       1.4242055533922604      0.3349148
       1.4242040273982735      0.3866299
       1.4242025014042869      0.3627749
       1.4242009754103000      0.1858773
       1.4241994494163135      0.0666414
       1.4241979234223268      0.1770925
       1.4241963974283400      0.3857969
       1.4241948714343533      0.3788318
       1.4241933454403668      0.2906955
       1.4241918194463798      0.3842183
       1.4241902934523933      0.4096330
       1.4241887674584064      0.3260850
       1.4241872414644199      0.3645553
       1.4241857154704332      0.4758094
       1.4241841894764464      0.4280258
       1.4241826634824597      0.2153196
       1.4241811374884730      0.1771051
       1.4241796114944862      0.2741644
       1.4241780855004997      0.2671824
       1.4241765595065128      0.2258032
       1.4241750335125263      0.2268025
       1.4241735075185393      0.2340575
       1.4241719815245528      0.1989286
       1.4241704555305663      0.0419699
       1.4241689295365794     -0.0165682
       1.4241674035425929      0.3036754
       1.4241658775486059      0.5403149
       1.4241643515546194      0.4000934
       1.4241628255606327      0.2221142
       1.4241612995666459      0.1613297
       1.4241597735726592      0.1866323
       1.4241582475786725      0.1998820
       1.4241567215846858      0.1670845
       1.4241551955906993      0.2021918
       1.4241536695967123      0.2225026
       1.4241521436027258      0.1347854
       1.4241506176087388      0.1459970
       1.4241490916147523      0.2173111
       1.4241475656207656      0.2261005
       1.4241460396267789      0.2299447
       1.4241445136327922      0.2857719
       1.4241429876388054      0.4115317
       1.4241414616448187      0.3951699
       1.4241399356508322      0.2616162
       1.4241384096568452      0.1793171
       1.4241368836628587      0.1331852
       1.4241353576688718      0.1428133
       1.4241338316748853      0.1811020
       1.4241323056808988      0.3503695
       1.4241307796869118      0.5132754
       1.4241292536929253      0.4332406
       1.4241277276989384      0.3848527
       1.4241262017049519      0.5254091
       1.4241246757109651      0.6380838
       1.4241231497169784      0.4686413
       1.4241216237229917      0.1621517
       1.4241200977290049     -0.0763006
       1.4241185717350182     -0.0703966
       1.4241170457410317      0.2295466
       1.4241155197470448      0.3763513
       1.4241139937530582      0.3570295
       1.4241124677590713      0.4577187
       1.4241109417650848      0.3866962
       1.4241094157710981      0.1134792
       1.4241078897771113      0.1383244
       1.4241063637831246      0.3763614
       1.4241048377891379      0.4155592
       1.4241033117951511      0.3109016
       1.4241017858011646      0.3713827
       1.4241002598071777      0.4825674
       1.4240987338131912      0.4503897
       1.4240972078192042      0.4435975
       1.4240956818252177      0.4161254
       1.4240941558312312      0.2950010
       1.4240926298372443      0.1863998
       1.4240911038432578      0.1735178
       1.4240895778492708      0.1738656
       1.4240880518552843      0.1329607
       1.4240865258612976      0.2048561
       1.4240849998673109      0.4117301
       1.4240834738733241      0.5031268
       1.4240819478793374      0.4632702
       1.4240804218853507      0.4945523
       1.4240788958913642      0.3838204
       1.4240773698973772      0.1909658
       1.4240758439033907      0.2063038
       1.4240743179094038      0.3231010
       1.4240727919154172      0.3631570
       1.4240712659214305      0.2017881
       1.4240697399274438      0.2183145
       1.4240682139334571      0.4067642
       1.4240666879394703      0.1827231
       1.4240651619454836      0.0119960
       1.4240636359514971      0.1428546
       1.4240621099575101      0.1456640
       1.4240605839635236      0.1927796
       1.4240590579695367      0.2286903
       1.4240575319755502      0.2441372
       1.4240560059815637      0.3730059
       1.4240544799875767      0.3548885
       1.4240529539935902      0.3184500
       1.4240514279996033      0.2877920
       1.4240499020056168      0.1874403
       1.4240483760116300      0.2427676
       1.4240468500176433      0.4422927
       1.4240453240236566      0.4902743
       1.4240437980296698      0.3779174
       1.4240422720356831      0.2937270
       1.4240407460416966      0.2763537
       1.4240392200477097      0.2207242
       1.4240376940537232      0.1483935
       1.4240361680597362      0.2477298
       1.4240346420657497      0.3787501
       1.4240331160717630      0.3417922
       1.4240315900777762      0.2591218
       1.4240300640837895      0.2386142
       1.4240285380898028      0.1193624
       1.4240270120958161      0.0132263
       1.4240254861018296      0.2584148
       1.4240239601078426      0.5911601
       1.4240224341138561      0.4596090
       1.4240209081198691      0.2394639
       1.4240193821258826      0.2253731
       1.4240178561318959      0.2649390
       1.4240163301379092      0.4621788
       1.4240148041439227      0.6053143
       1.4240132781499357      0.4384399
       1.4240117521559492      0.1435167
       1.4240102261619625      0.1383615
       1.4240087001679758      0.3568744
       1.4240071741739890      0.4117140
       1.4240056481800023      0.2997857
       1.4240041221860156      0.3778577
       1.4240025961920291      0.5232321
       1.4240010701980421      0.3652870
       1.4239995442040556      0.2698289
       1.4239980182100687      0.3205308
       1.4239964922160822      0.3532550
       1.4239949662220954      0.4157341
       1.4239934402281087      0.3309648
       1.4239919142341220      0.2344208
       1.4239903882401352      0.2409434
       1.4239888622461485      0.3130523
       1.4239873362521620      0.2606332
       1.4239858102581751      0.0719273
       1.4239842842641885      0.1282744
       1.4239827582702016      0.3757232
       1.4239812322762151      0.5103661
       1.4239797062822284      0.6079155
       1.4239781802882416      0.5247493
       1.4239766542942551      0.2268305
       1.4239751283002684      0.2218139
       1.4239736023062817      0.3054308
       1.4239720763122949      0.3154383
       1.4239705503183082      0.3452981
       1.4239690243243215      0.2553047
       1.4239674983303350      0.2322665
       1.4239659723363480      0.3288444
       1.4239644463423615      0.4326112
       1.4239629203483746      0.4438012
       1.4239613943543881      0.4087807
       1.4239598683604013      0.4032554
       1.4239583423664146      0.3772371
       1.4239568163724279      0.4105527
       1.4239552903784412      0.5466113
       1.4239537643844544      0.6082133
       1.4239522383904679      0.3470794
       1.4239507123964810      0.0559254
       1.4239491864024945      0.1406771
       1.4239476604085075      0.2307560
       1.4239461344145210      0.1187725
       1.4239446084205343      0.0709043
       1.4239430824265475      0.0970632
       1.4239415564325608      0.1275814
       1.4239400304385741      0.0927550
       1.4239385044445874      0.1218530
       1.4239369784506009      0.3775394
       1.4239354524566141      0.5821307
       1.4239339264626274      0.4219229
       1.4239324004686407      0.3423240
       1.4239308744746539      0.4513264
       1.4239293484806674      0.3264131
       1.4239278224866805      0.3213610
       1.4239262964926940      0.3904118
       1.4239247704987070      0.1787561
       1.4239232445047205     -0.0066990
       1.4239217185107338      0.0352962
       1.4239201925167471      0.1832483
       1.4239186665227603      0.3483565
       1.4239171405287736      0.3594463
       1.4239156145347869      0.2335147
       1.4239140885408004      0.4595180
       1.4239125625468134      0.6893684
       1.4239110365528269      0.4452921
       1.4239095105588400      0.2385227
       1.4239079845648535      0.2546389
       1.4239064585708667      0.2683882
       1.4239049325768800      0.3061303
       1.4239034065828933      0.4267279
       1.4239018805889065      0.4169337
       1.4239003545949198      0.2914930
       1.4238988286009333      0.3547176
       1.4238973026069464      0.4425428
       1.4238957766129599      0.5424305
       1.4238942506189731      0.6576062
       1.4238927246249864      0.4644464
       1.4238911986309999      0.2829586
       1.4238896726370129      0.3961927
       1.4238881466430264      0.4193920
       1.4238866206490395      0.2936702
       1.4238850946550530      0.2046877
       1.4238835686610662      0.1039736
       1.4238820426670795     -0.0471922
       1.4238805166730928     -0.0921170
       1.4238789906791061      0.1760218
       1.4238774646851193      0.4325740
       1.4238759386911328      0.3990580
       1.4238744126971459      0.3658081
       1.4238728867031594      0.3476945
       1.4238713607091724      0.2572024
       1.4238698347151859      0.2163807
       1.4238683087211992      0.1041204
       1.4238667827272125      0.0677010
       1.4238652567332257      0.3078526
       1.4238637307392390      0.5713604
       1.4238622047452523      0.6260898
       1.4238606787512658      0.4547239
       1.4238591527572788      0.2448169
       1.4238576267632923      0.1040169
       1.4238561007693056      0.1343947
       1.4238545747753188      0.2259741
       1.4238530487813323      0.2090880
       1.4238515227873454      0.2776415
       1.4238499967933589      0.3277282
       1.4238484707993719      0.2961194
       1.4238469448053854      0.2735316
       1.4238454188113987      0.1645248
       1.4238438928174120      0.1858548
       1.4238423668234252      0.3635050
       1.4238408408294385      0.4927184
       1.4238393148354518      0.5567318
       1.4238377888414653      0.3470820
       1.4238362628474783      0.2492505
       1.4238347368534918      0.4377058
       1.4238332108595049      0.3561601
       1.4238316848655184      0.3943480
       1.4238301588715316      0.4970408
       1.4238286328775449      0.2883753
       1.4238271068835582      0.2521012
       1.4238255808895715      0.2908510
       1.4238240548955847      0.3074452
       1.4238225289015982      0.4802451
       1.4238210029076113      0.5816460
       1.4238194769136248      0.5074253
       1.4238179509196378      0.4201255
       1.4238164249256513      0.3713470
       1.4238148989316648      0.3420693
       1.4238133729376778      0.3422226
       1.4238118469436913      0.3103205
       1.4238103209497044      0.1887907
       1.4238087949557179      0.0983352
       1.4238072689617312      0.0750056
       1.4238057429677444      0.1200496
       1.4238042169737577      0.2637455
       1.4238026909797710      0.2136997
       1.4238011649857842      0.1088701
       1.4237996389917977      0.1562631
       1.4237981129978108      0.1563801
       1.4237965870038243      0.1092926
       1.4237950610098373     -0.0246168
       1.4237935350158508     -0.1156259
       1.4237920090218641     -0.0377147
       1.4237904830278774      0.1115162
       1.4237889570338906      0.2258893
       1.4237874310399039      0.1909545
       1.4237859050459172      0.1843179
       1.4237843790519307      0.3624254
       1.4237828530579437      0.4863300
       1.4237813270639572      0.4236852
       1.4237798010699703      0.4010814
       1.4237782750759838      0.5615724
       1.4237767490819973      0.6221436
       1.4237752230880103      0.4094082
       1.4237736970940238      0.2675784
       1.4237721711000368      0.2861514
       1.4237706451060503      0.1932381
       1.4237691191120636      0.1481673
       1.4237675931180769      0.3398854
       1.4237660671240902      0.4259242
       1.4237645411301036      0.3606249
       1.4237630151361167      0.3990554
       1.4237614891421302      0.3934994
       1.4237599631481432      0.4372998
       1.4237584371541567      0.6440541
       1.4237569111601700      0.6427592
       1.4237553851661833      0.5335676
       1.4237538591721965      0.5979218
       1.4237523331782098      0.6141033
       1.4237508071842231      0.3105607
       1.4237492811902366      0.0946065
       1.4237477551962496      0.2919593
       1.4237462292022631      0.2972072
       1.4237447032082762      0.2216895
       1.4237431772142897      0.3724736
       1.4237416512203032      0.2777524
       1.4237401252263162      0.1046911
       1.4237385992323297      0.2158597
       1.4237370732383428      0.3018544
       1.4237355472443562      0.1738751
       1.4237340212503695      0.2643771
       1.4237324952563828      0.5999808
       1.4237309692623961      0.7243884
       1.4237294432684093      0.5451123
       1.4237279172744226      0.2784031
       1.4237263912804361      0.1658760
       1.4237248652864491      0.2624861
       1.4237233392924626      0.2735907
       1.4237218132984757      0.2163597
       1.4237202873044892      0.2994220
       1.4237187613105025      0.3174668
       1.4237172353165157      0.3736248
       1.4237157093225290      0.4744102
       1.4237141833285423      0.3426906
       1.4237126573345555      0.3347713
       1.4237111313405690      0.6262470
       1.4237096053465821      0.7072581
       1.4237080793525956      0.5242897
       1.4237065533586086      0.4465318
       1.4237050273646221      0.5176787
       1.4237035013706356      0.5921590
       1.4237019753766487      0.4496005
       1.4237004493826622      0.1514739
       1.4236989233886752      0.0651979
       1.4236973973946887      0.1670492
       1.4236958714007020      0.2177190
       1.4236943454067152      0.2088992
       1.4236928194127285      0.1989713
       1.4236912934187418      0.2299359
       1.4236897674247551      0.2315915
       1.4236882414307686      0.2767625
       1.4236867154367816      0.2909565
       1.4236851894427951      0.1983769
       1.4236836634488081      0.2779837
       1.4236821374548216      0.3499199
       1.4236806114608349      0.2948885
       1.4236790854668482      0.2558952
       1.4236775594728615      0.2308716
       1.4236760334788747      0.2247468
       1.4236745074848880      0.2772147
       1.4236729814909015      0.4185837
       1.4236714554969145      0.4053759
       1.4236699295029280      0.2835088
       1.4236684035089411      0.3423304
       1.4236668775149546      0.4972203
       1.4236653515209681      0.4984541
       1.4236638255269811      0.3091755
       1.4236622995329946      0.2353949
       1.4236607735390077      0.3041439
       1.4236592475450212      0.3520726
       1.4236577215510344      0.4722405
       1.4236561955570477      0.6600196
       1.4236546695630610      0.5945928
       1.4236531435690742      0.3715206
       1.4236516175750875      0.3358305
       1.4236500915811010      0.2526795
       1.4236485655871141      0.0877949
       1.4236470395931276      0.1256496
       1.4236455135991406      0.1889059
       1.4236439876051541      0.1609930
       1.4236424616111674      0.1514540
       1.4236409356171806      0.1710109
       1.4236394096231939      0.4113887
       1.4236378836292072      0.5381017
       1.4236363576352205      0.3909146
       1.4236348316412339      0.3384545
       1.4236333056472470      0.2607878
       1.4236317796532605      0.2598433
       1.4236302536592735      0.3965497
       1.4236287276652870      0.2790724
       1.4236272016713003      0.0735036
       1.4236256756773136      0.1027789
       1.4236241496833271      0.3047158
       1.4236226236893401      0.4489863
       1.4236210976953536      0.3339867
       1.4236195717013669      0.1739291
       1.4236180457073802      0.1115042
       1.4236165197133934      0.0396611
       1.4236149937194067      0.0029578
       1.4236134677254200      0.0674446
       1.4236119417314335      0.1674397
       1.4236104157374465      0.3244151
       1.4236088897434600      0.4515331
       1.4236073637494731      0.3444885
       1.4236058377554865      0.3248888
       1.4236043117614998      0.4562232
       1.4236027857675131      0.4281663
